,text,url
133,>여성의류>하의>긴바지>밴딩/조거,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1282
134,>여성의류>하의>긴바지>배기,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1283
135,>여성의류>하의>긴바지>린넨,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1284
136,>여성의류>하의>긴바지>트레이닝,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1285
137,>여성의류>하의>긴바지>기타,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1286
138,>여성의류>하의>반바지>면/치노,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1287
139,>여성의류>하의>반바지>밴딩,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1288
140,>여성의류>하의>반바지>데님,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1289
141,>여성의류>하의>반바지>트레이닝,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1290
142,>여성의류>하의>반바지>숏,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1291
143,>여성의류>하의>반바지>기타,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1292
144,>여성의류>하의>청바지>스키니,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1293
145,>여성의류>하의>청바지>스트레이트,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1294
146,>여성의류>하의>청바지>테이퍼드,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1295
147,>여성의류>하의>청바지>와이드,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1296
148,>여성의류>하의>청바지>기타,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1297
149,>여성의류>하의>스커트>미니,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1298
150,>여성의류>하의>스커트>롱,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1299
151,>여성의류>하의>스커트>데님,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1300
152,>여성의류>하의>스커트>기타,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1301
153,>여성의류>원피스>롱 원피스>베이직 원피스,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1302
154,>여성의류>원피스>롱 원피스>미디/맥시 원피스,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1303
155,>여성의류>원피스>롱 원피스>셔츠 원피스,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1304
156,>여성의류>원피스>롱 원피스>점프수트,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1305
